agenda_id,etiqueta,id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos,correo_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,tipo_bus,comodidades,escalas,clase,paradas,nombre_hospedaje,ubicacion,precio_noche,estrellas,fecha_checkin,fecha_checkout,politicas,nombre_anfitrion,contacto_anfitrion,descripcion_airbnb,piezas,camas,banos,nombre_panorama,duracion,precio_persona,restricciones,fecha_panorama
65694,Cena de Trabajo,78737,2025-12-08,190000,2,No disponible,76,,,,,,,,,,,"{Baño,Agua,""Aire acondicionado"",Comida,Balcón}",{},,{},Loft en Parla,Parla,,3,2026-01-31,2026-02-05,{},Sr. Alejandra Uribe Ulloa,+56 9 1297 3196,Relájate en un lugar tranquilo y acogedor,3,2,,,,,{},
65694,Cena de Trabajo,78749,2025-05-27,1015000,,No disponible,290,,,,,,,,,,,,{},,{},Casa en Jaén,,145000,1,2026-02-14,2026-02-21,{},Teresa Cisneros Quezada,,Ubicación céntrica con fácil acceso a atracciones turísticas,,4,3,,,,{},
61264,Aniversario,78760,2025-03-16,89000,6,No disponible,,,,,,,,,,,,"{Balcón,""Asientos reclinables"",Chimenea,""Servicio a la habitación"",Baño}",{},,{},Hostal en Jaén,Jaén,,5,2025-07-07,2025-07-08,,Enrique Alarcón Rivera,+56 2 0518 4323,Descubre la historia de la ciudad desde tu ventana,4,4,2,,,,{},
64251,Vacaciones,78762,2025-05-12,108000,3,No disponible,54,,,,,,,,,,,"{Calefacción,""Asientos reclinables"",Comida,""Servicio a la habitación"",TV}",{},,{},Habitación en Ciudad Real,Ciudad Real,,3,,2026-10-21,,Sancho Mayorga Cano,+56 9 7116 1372,Aventúrate en la naturaleza y descansa en un lugar cómodo,2,3,,,,,{},
64517,Cena de Trabajo,78775,2025-05-29,243000,6,No disponible,486,,,,,,,,,,,"{Jacuzzi,Chimenea,""Asientos reclinables"",Agua,Balcón}",{},,{},Loft en Madrid,Madrid,81000,,2026-04-07,2026-04-10,{},Sr. Homero Ruelas Esquivel,+56 2 1959 8982,,3,4,2,,,,{},
64517,Cena de Trabajo,78779,2025-01-07,287000,6,,246,,,,,,,,,,,,{},,{},Loft en Reus,Reus,41000,3,2026-04-12,2026-04-19,{},Gerardo Ceballos Pelayo,+56 9 4667 0028,Descubre la historia de la ciudad desde tu ventana,3,3,,,,,{},
63963,Aniversario,78795,,,8,No disponible,,,,,,,,,,,,"{Balcón,Piscina,Chimenea,Comida,Calefacción}",{},,{},Departamento en La Línea de la Concepción,La Línea de la Concepción,10000,2,2026-06-16,2026-06-17,{},Claudia Cabrera Armendáriz,,Ubicación céntrica con fácil acceso a atracciones turísticas,2,5,2,,,,{},
66032,Cena de Trabajo,78803,2025-07-25,595000,6,No disponible,714,,,,,,,,,,,"{TV,Wifi,""Asientos reclinables"",Agua,Spa}",{},,{},Casa en Zamora,Zamora,119000,1,2026-01-15,2026-01-20,{},María Teresa Zarate Quesada,+56 9 0388 0128,Aventúrate en la naturaleza y descansa en un lugar cómodo,6,,4,,,,{},
,Vacaciones,78832,2025-10-16,162000,10,No disponible,810,,,,,,,,,,,"{Gimnasio,Chimenea,Balcón,Agua,Comida}",{},,{},,Jerez de la Frontera,81000,2,2026-04-17,2026-04-19,{},Carmen Tamez Lucio,+56 9 7852 6560,Perfecto para familias y grupos grandes,4,3,2,,,,{},
63596,Cena de Trabajo,78874,,-86000,,No disponible,774,,,,,,,,,,,"{Spa,""Asientos reclinables"",Calefacción,Chimenea,Baño}",{},,{},,Móstoles,86000,2,2026-04-25,2026-04-26,{},Sergio Esquivel Ochoa,+56 9 5815 8917,Relájate en un lugar tranquilo y acogedor,4,4,2,,,,{},
56813,Salida con Familia,78878,2025-03-09,125000,3,No disponible,375,,,,,,,,,,,"{Spa,""Aire acondicionado"",Comida,""Vista al mar"",Agua}",{},,{},Casa en Jerez de la Frontera,Jerez de la Frontera,125000,3,2025-05-18,,{},Sr. Jerónimo Rael Reyes,+56 2 8804 8759,,5,5,,,,,{},
58412,Salida con Familia,78883,2025-05-24,195000,8,No disponible,312,,,,,,,,,,,"{Gimnasio,Spa,Agua,Calefacción,Chimenea}",{},,{},Habitación en Reus,,39000,1,2025-08-27,2025-09-01,{},Víctor Rivero Lucio,+56 2 6929 7769,Descubre la historia de la ciudad desde tu ventana,2,3,2,,,,,
62701,Cena de Trabajo,78891,2025-01-22,192000,3,No disponible,288,,,,,,,,,,,"{""Vista al mar"",Comida,Jacuzzi,Wifi,Agua}",{},,{},Cabaña en Valencia,Valencia,-96000,1,2025-08-13,2025-08-15,,Sr. Virginia Curiel Puga,+56 9 5381 9292,Relájate en un lugar tranquilo y acogedor,,3,3,,,,{},
57419,Salida con Amigos,78895,2025-06-11,300000,7,No disponible,-1050,,,,,,,,,,,"{Jacuzzi,Comida,Piscina,""Asientos reclinables"",Balcón}",,,{},Loft en Guadalajara,Guadalajara,150000,,2026-01-17,2026-01-19,{},Joaquín Zayas Arellano,+56 2 8192 8922,Experimenta el lujo y la comodidad en este alojamiento,5,6,3,,,,{},
57811,Salida con Amigos,78908,2025-07-06,24000,2,No disponible,48,,,,,,,,,,,"{Wifi,TV,Baño,Agua,Chimenea}",{},,{},Residencia en Sevilla,Sevilla,-24000,1,2026-02-22,2026-02-23,{},Graciela Marroquín Blanco,,Aventúrate en la naturaleza y descansa en un lugar cómodo,2,3,2,,,,{},
62717,Vacaciones,78944,2025-01-01,,8,,848,,,,,,,,,,,"{""Vista al mar"",Balcón,""Aire acondicionado"",Agua,Calefacción}",{},,{},Villa en Orihuela,Orihuela,106000,1,2025-04-20,2025-04-26,{},Gabriela Arreola Mercado,+56 9 3369 2635,Ideal para una escapada romántica,,4,4,,,,{},
62717,Vacaciones,78951,2025-01-07,560000,8,No disponible,896,,,,,,,,,,,"{Spa,TV,""Servicio a la habitación"",Balcón,Jacuzzi}",{},,{},Suite en León,León,112000,2,,2025-05-02,{},Salvador Hernandes Valverde,+56 2 7609 1242,Ideal para una escapada romántica,4,5,4,,,,{},
65699,Salida con Amigos,78966,2025-12-17,30000,10,No disponible,50,,,,,,,,,,,"{Chimenea,Piscina,Wifi,Spa,Baño}",{},,{},Cabaña en Rubí,Rubí,-5000,3,2026-01-30,2026-02-05,{},Sta. Daniela Galindo Piña,+56 9 0433 5730,Aventúrate en la naturaleza y descansa en un lugar cómodo,1,1,,,,,{},
60662,Salida con Amigos,78977,2025-01-30,385000,3,No disponible,231,,,,,,,,,,,"{""Servicio a la habitación"",Jacuzzi,Wifi,Agua,Comida}",{},,{},Loft en Palma de Mallorca,Palma de Mallorca,77000,3,2026-04-16,2026-04-21,{},Sr. Esperanza Guajardo Olmos,+56 2 3782 9917,Disfruta de una estadía en el corazón de la ciudad,,5,3,,,,,
,Aniversario,79005,2025-01-01,426000,7,No disponible,497,,,,,,,,,,,"{TV,Balcón,Comida,""Aire acondicionado"",Chimenea}",{},,{},Habitación en Huelva,Huelva,71000,4,2025-01-02,2025-01-08,{},Estela Flórez Estrada,,Aventúrate en la naturaleza y descansa en un lugar cómodo,3,2,3,,,,{},
60046,Aniversario,79012,2025-01-02,725000,7,No disponible,1015,,,,,,,,,,,"{TV,""Vista al mar"",Calefacción,Baño,""Asientos reclinables""}",{},,{},Residencia en Motril,Motril,,2,2025-01-09,2025-01-14,{},Sta. Berta Cotto Castañeda,+56 2 3021 1318,Relájate en un lugar tranquilo y acogedor,6,5,3,,,,{},
60046,Aniversario,79018,2025-01-02,130000,7,No disponible,182,,,,,,,,,,,"{Piscina,Spa,Gimnasio,Wifi,Calefacción}",{},,{},Departamento en Telde,,26000,4,2025-01-16,2025-01-21,{},Sta. Dorotea Padilla Jurado,+56 2 0314 8999,Perfecto para familias y grupos grandes,3,3,2,,,,{},
60365,Vacaciones,79024,,308000,8,No disponible,352,,,,,,,,,,,"{""Aire acondicionado"",Chimenea,Piscina,Baño,Spa}",{},,{},Loft en Paterna,Paterna,44000,4,2025-04-14,,{},Alejandra Lugo Menéndez,+56 2 8259 6375,Descubre la historia de la ciudad desde tu ventana,2,3,1,,,,{},
60574,Salida con Familia,79099,2025-01-16,282000,1,No disponible,,,,,,,,,,,,"{Agua,""Aire acondicionado"",Balcón,Wifi,Spa}",{},,{},Hostal en Gijón,Gijón,141000,1,2025-02-05,2025-02-07,{},Dorotea Rascón Ruiz,+56 9 3399 9202,Experimenta el lujo y la comodidad en este alojamiento,6,4,3,,,,{},
57829,Vacaciones,79102,2025-08-25,552000,9,,1242,,,,,,,,,,,"{Jacuzzi,Spa,Baño,Wifi,Comida}",{},,{},Cabaña en La Coruña,La Coruña,,2,2026-02-20,2026-02-24,{},María José Holguín Lira,+56 2 7381 9329,Ideal para una escapada romántica,4,5,4,,,,{},
57829,Vacaciones,79107,2025-08-11,87000,9,No disponible,,,,,,,,,,,,"{Chimenea,Agua,Wifi,Gimnasio,Comida}",{},,{},Habitación en Chiclana de la Frontera,Chiclana de la Frontera,29000,4,2026-02-24,2026-02-27,{},Mayte Partida Curiel,+56 2 4499 0742,Aventúrate en la naturaleza y descansa en un lugar cómodo,3,3,2,,,,{},
57829,Vacaciones,79111,2025-02-16,148000,9,No disponible,,,,,,,,,,,,"{Baño,Balcón,""Vista al mar"",TV,Agua}",{},,{},Suite en Málaga,Málaga,37000,2,,2026-03-05,{},Teresa Gómez Chávez,+56 9 9587 6941,,2,2,1,,,,{},
59943,Vacaciones,79118,2025-04-25,539000,9,No disponible,693,,,,,,,,,,,"{Baño,Balcón,Chimenea,Gimnasio,Jacuzzi}",{},,{},Hostal en Puertollano,Puertollano,77000,2,2025-10-15,2025-10-22,{},Victoria Frías Cotto,+56 2 3109 1737,Ideal para una escapada romántica,,5,2,,,,{},
64987,Salida con Amigos,79138,2025-02-11,570000,8,No disponible,-760,,,,,,,,,,,"{Baño,Agua,""Servicio a la habitación"",Comida,""Asientos reclinables""}",{},,{},Estudio en Cáceres,Cáceres,95000,4,2025-08-17,2025-08-23,{},César Chavarría Otero,+56 2 3996 0641,Perfecto para familias y grupos grandes,3,4,2,,,,{},
64137,Cena de Trabajo,79167,2025-01-13,666000,1,No disponible,111,,,,,,,,,,,"{""Vista al mar"",TV,Spa,Gimnasio,Baño}",{},,{},Casa en Alcalá de Henares,Alcalá de Henares,111000,5,2025-01-17,2025-01-23,{},Sta. Beatriz Flores Paredes,+56 2 6262 3792,Descubre la historia de la ciudad desde tu ventana,,4,4,,,,{},
63024,,79180,2025-04-13,75000,4,No disponible,,,,,,,,,,,,"{""Servicio a la habitación"",Wifi,Balcón,""Vista al mar"",Baño}",{},,{},Departamento en Zaragoza,Zaragoza,,1,2026-05-29,,{},Sta. Sara Benavídez Arteaga,+56 2 5074 3282,Descubre la historia de la ciudad desde tu ventana,2,2,2,,,,{},
60119,Salida con Amigos,79204,2026-01-19,700000,7,No disponible,700,,,,,,,,,,,"{""Vista al mar"",Comida,""Aire acondicionado"",Balcón,TV}",{},,{},Casa en Cuenta,Cuenta,100000,3,,2026-04-19,{},Sr. Timoteo Villareal Zamudio,+56 2 8210 7114,Ubicación céntrica con fácil acceso a atracciones turísticas,3,3,3,,,,{},
55943,Salida con Familia,79232,2026-02-05,645000,,,645,,,,,,,,,,,"{""Vista al mar"",Gimnasio,""Servicio a la habitación"",Chimenea,Comida}",{},,{},Habitación en San Fernando,San Fernando,129000,4,2026-05-22,2026-05-27,{},Gustavo Malave Casanova,+56 2 0872 4488,Perfecto para familias y grupos grandes,5,6,4,,,,{},
56005,Salida con Familia,79239,,228000,6,No disponible,228,,,,,,,,,,,"{""Asientos reclinables"",Spa,Balcón,Gimnasio,""Aire acondicionado""}",{},,{},Habitación en Linares,Linares,38000,,2026-03-17,2026-03-23,{},Sta. Carolina Alvarez Olivárez,+56 2 7610 2327,Ideal para una escapada romántica,3,3,2,,,,{},
56485,Cena de Trabajo,79260,2025-10-24,-474000,7,No disponible,553,,,,,,,,,,,"{Agua,Jacuzzi,""Asientos reclinables"",Gimnasio,Calefacción}",{},,{},,Torremolinos,79000,3,2026-05-26,2026-06-01,{},Patricio Casárez Montemayor,+56 2 9221 7739,Experimenta el lujo y la comodidad en este alojamiento,3,3,2,,,,{},
65399,Salida con Familia,79267,2025-01-08,,9,No disponible,-918,,,,,,,,,,,"{Agua,Gimnasio,Calefacción,Comida,Jacuzzi}",{},,{},Habitación en Estepona,Estepona,102000,5,2025-03-18,2025-03-20,{},Luis Miguel Peres Magaña,+56 9 2834 3100,Descubre la historia de la ciudad desde tu ventana,6,5,3,,,,{},
61250,,79282,2026-01-23,213000,5,No disponible,355,,,,,,,,,,,"{Balcón,Gimnasio,Agua,Chimenea,""Aire acondicionado""}",{},,{},Cabaña en Almería,Almería,71000,95,2026-05-08,2026-05-11,{},Sta. Andrés Rincón Cantú,+56 2 0511 2526,Perfecto para familias y grupos grandes,2,3,3,,,,{},
62618,Aniversario,79313,2025-07-04,54000,6,No disponible,162,,,,,,,,,,,"{Calefacción,""Asientos reclinables"",TV,""Servicio a la habitación"",""Vista al mar""}",{},,{},,El Prat de LLobregat,27000,3,2026-11-05,2026-11-07,{},Laura Luna Tejada,+56 9 3112 3173,Disfruta de una estadía en el corazón de la ciudad,3,2,1,,,,{},
56338,Salida con Amigos,79339,2025-01-05,505000,9,No disponible,909,,,,,,,,,,,"{Gimnasio,Calefacción,Balcón,Comida,Spa}",{},,{},Villa en Santa Cruz de Tenerife,Santa Cruz de Tenerife,101000,3,2025-01-31,2025-02-05,{},Mateo Aranda Núñez,+56 9 6598 5039,Relájate en un lugar tranquilo y acogedor,6,,3,,,,{},
60235,Vacaciones,79392,2025-09-23,522000,9,No disponible,,,,,,,,,,,,"{Balcón,Baño,Agua,Calefacción,Spa}",{},,{},Cabaña en Santander,Santander,87000,,2026-04-15,,{},Sr. Pedro Loera Alonso,+56 2 8245 8738,Descubre la historia de la ciudad desde tu ventana,4,5,3,,,,{},
60235,Vacaciones,79400,2025-09-05,42000,9,No disponible,-378,,,,,,,,,,,"{TV,Piscina,Agua,Comida,""Servicio a la habitación""}",{},,{},Habitación en Jaén,Jaén,42000,2,2026-04-22,2026-04-23,{},Josefina Gaona Muñoz,+56 2 6946 5793,Aventúrate en la naturaleza y descansa en un lugar cómodo,3,2,2,,,,{},
65359,Salida con Amigos,79420,2025-03-06,490000,,No disponible,,,,,,,,,,,,"{Gimnasio,""Vista al mar"",Calefacción,Balcón,Baño}",{},,{},Hostal en Rivas-Vaciamadrid,Rivas-Vaciamadrid,70000,4,2025-05-31,2025-06-07,{},Armando Pedroza Garay,,Experimenta el lujo y la comodidad en este alojamiento,2,4,2,,,,{},
59745,Cena de Trabajo,79444,2025-03-28,23000,2,No disponible,46,,,,,,,,,,,"{""Aire acondicionado"",Gimnasio,Balcón,TV,Spa}",{},,{},Departamento en Irún,Irún,23000,5,2025-08-15,2025-08-16,{},Óscar Munguía Carrasco,+56 9 7109 5726,,1,5,4,,,,{},
59745,Cena de Trabajo,79446,2025-05-14,,2,No disponible,26,,,,,,,,,,,"{""Servicio a la habitación"",Jacuzzi,Spa,Calefacción,""Asientos reclinables""}",{},,{},Habitación en San Fernando,San Fernando,13000,4,2025-08-18,2025-08-21,{},Horacio Robledo Alfaro,+56 9 5390 7349,Perfecto para familias y grupos grandes,6,5,1,,,,{},
60405,Cena de Trabajo,79462,2025-12-25,102000,4,,68,,,,,,,,,,,"{Spa,""Aire acondicionado"",""Vista al mar"",Gimnasio,""Servicio a la habitación""}",{},,{},Casa en Roquetas de Mar,Roquetas de Mar,17000,4,2026-08-21,2026-08-27,,Raquel Valdivia Amaya,+56 9 8761 0135,Experimenta el lujo y la comodidad en este alojamiento,,5,3,,,,{},
62751,Salida con Amigos,79471,2025-07-31,335000,2,No disponible,134,,,,,,,,,,,"{Jacuzzi,Calefacción,Balcón,""Servicio a la habitación"",""Vista al mar""}",{},,{},,Linares,67000,,2026-07-25,2026-07-30,{},Felipe Saucedo Cedillo,+56 2 1901 7096,Descubre la historia de la ciudad desde tu ventana,3,4,3,,,,{},
61017,Cena de Trabajo,79490,2025-04-14,90000,6,No disponible,180,,,,,,,,,,,"{Balcón,""Asientos reclinables"",Chimenea,Calefacción,Gimnasio}",{},,{},Loft en Motril,Motril,30000,,2025-06-19,2025-06-22,{},Rubén Arellano Roybal,+56 2 8305 6706,Ubicación céntrica con fácil acceso a atracciones turísticas,2,3,1,,,,{},
58375,Salida con Amigos,79508,2025-09-08,372000,,No disponible,496,,,,,,,,,,,"{Calefacción,""Asientos reclinables"",Comida,Baño,Jacuzzi}",{},,{},Departamento en El Ejido,El Ejido,124000,1,2026-03-21,2026-03-24,{},Blanca Carrillo Piña,+56 9 7233 9777,Disfruta de una estadía en el corazón de la ciudad,4,5,4,,,,{},
57909,,79545,,19000,10,No disponible,,,,,,,,,,,,"{Spa,Chimenea,Gimnasio,Balcón,""Vista al mar""}",{},,{},Residencia en Reus,Reus,19000,2,2026-09-29,2026-09-30,{},Miguel Rentería Vergara,+56 2 8730 1066,Aventúrate en la naturaleza y descansa en un lugar cómodo,4,4,2,,,,{},
63622,Vacaciones,79548,2025-07-18,720000,7,No disponible,1008,,,,,,,,,,,"{Agua,Jacuzzi,Balcón,Wifi,Piscina}",{},,{},Hostal en Alcoy,Alcoy,144000,2,2025-10-17,2025-10-22,,Mónica Nazario Ceja,+56 9 3340 2297,Relájate en un lugar tranquilo y acogedor,,6,4,,,,{},
63622,Vacaciones,79554,2025-04-23,336000,7,No disponible,392,,,,,,,,,,,"{Agua,Gimnasio,Spa,Piscina,Calefacción}",{},,{},Residencia en Alicante,Alicante,,3,2025-10-22,2025-10-28,{},Sr. Rafael Alcaraz Tamez,+56 9 4822 9848,Perfecto para familias y grupos grandes,3,2,,,,,{},
60957,Salida con Familia,79580,2025-01-23,150000,4,No disponible,100,,,,,,,,,,,"{Baño,Chimenea,Calefacción,Gimnasio,Jacuzzi}",{},,{},Estudio en Jaén,Jaén,25000,3,2025-03-18,2025-03-24,{},Miguel Urrutia Medina,+56 9 0114 5258,Experimenta el lujo y la comodidad en este alojamiento,,3,4,,,,{},
63786,Salida con Amigos,79602,2025-07-24,42000,2,No disponible,84,,,,,,,,,,,"{""Servicio a la habitación"",Comida,TV,Gimnasio,Jacuzzi}",{},,{},Suite en Torremolinos,Torremolinos,42000,1,,2026-02-23,{},Cecilia Sarabia Muñiz,+56 2 6560 6675,Ideal para una escapada romántica,2,2,2,,,,{},
63288,Aniversario,79629,2025-03-19,520000,5,No disponible,,,,,,,,,,,,"{Wifi,Balcón,Gimnasio,Jacuzzi,Comida}",{},,{},,Elda,130000,3,2025-04-12,2025-04-16,{},Luis Uribe Matías,+56 9 1454 5277,Descubre la historia de la ciudad desde tu ventana,4,5,4,,,,{},
65536,Salida con Familia,79636,2026-01-13,21000,2,No disponible,42,,,,,,,,,,,"{Chimenea,""Asientos reclinables"",Comida,Balcón,""Servicio a la habitación""}",{},,{},Residencia en Torrelavega,Torrelavega,21000,4,2026-07-18,2026-07-19,{},Manuela Nieto García,+56 2 4854 6109,Perfecto para familias y grupos grandes,,3,1,,,,{},
56145,Salida con Amigos,79653,2025-07-09,973000,4,No disponible,,,,,,,,,,,,"{""Vista al mar"",Baño,Balcón,""Servicio a la habitación"",Piscina}",{},,{},Cabaña en Jerez de la Frontera,Jerez de la Frontera,-139000,1,2025-12-23,2025-12-30,{},Alfonso Guerrero Sáenz,+56 2 9196 7999,Perfecto para familias y grupos grandes,4,,3,,,,{},
57971,Salida con Amigos,79690,2025-04-13,201000,2,,,,,,,,,,,,,"{""Vista al mar"",Chimenea,""Aire acondicionado"",Balcón,Jacuzzi}",{},,{},Estudio en Zamora,Zamora,67000,20,2025-08-27,,{},Manuel Concepción Alarcón,+56 2 9040 4148,Descubre la historia de la ciudad desde tu ventana,3,2,2,,,,{},
61193,,79697,2025-01-17,350000,10,No disponible,700,,,,,,,,,,,"{Piscina,Chimenea,Jacuzzi,""Vista al mar"",Comida}",{},,{},Loft en Guadalajara,,70000,1,2025-01-20,2025-01-25,{},Sra. Nicolás Valdés Águilar,+56 9 4582 5444,Experimenta el lujo y la comodidad en este alojamiento,3,2,2,,,,{},
65703,Salida con Familia,79703,2025-12-10,43000,8,No disponible,344,,,,,,,,,,,"{""Aire acondicionado"",Jacuzzi,Gimnasio,TV,""Asientos reclinables""}",{},,{},,Paterna,43000,3,2026-09-05,2026-09-06,{},Armando Holguín Orozco,+56 9 2885 3435,,,2,2,,,,{},
61945,Salida con Familia,79708,2025-05-26,133000,7,No disponible,-931,,,,,,,,,,,"{""Asientos reclinables"",Piscina,Agua,Balcón,Gimnasio}",{},,{},Suite en Lugo,Lugo,133000,2,2025-06-11,2025-06-12,{},Sonia Vega Roldán,+56 9 7679 7691,Perfecto para familias y grupos grandes,4,4,4,,,,{},
58230,Salida con Familia,79719,2025-01-28,164000,9,No disponible,738,,,,,,,,,,,"{Wifi,Chimenea,TV,Comida,Baño}",{},,{},Residencia en Tarrasa,Tarrasa,,5,2025-03-15,2025-03-17,{},Elvira Valle Jurado,+56 2 5380 5117,Experimenta el lujo y la comodidad en este alojamiento,5,3,3,,,,{},
64810,Aniversario,79723,2025-02-06,42000,4,No disponible,56,,,,,,,,,,,"{Comida,Spa,TV,Calefacción,Baño}",,,{},,Santa Lucía de Tirajana,14000,4,2025-09-06,2025-09-09,{},José Quiroz Casárez,+56 2 3963 3073,Aventúrate en la naturaleza y descansa en un lugar cómodo,3,5,3,,,,{},
60955,,79754,2025-01-17,129000,,No disponible,645,,,,,,,,,,,"{Jacuzzi,TV,""Aire acondicionado"",Chimenea,Baño}",{},,{},Estudio en Alcobendas,Alcobendas,-129000,5,2025-02-26,2025-02-27,{},Horacio León Flores,+56 2 8504 7871,Experimenta el lujo y la comodidad en este alojamiento,4,4,4,,,,{},
