agenda_id,etiqueta,id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos,correo_empleado,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,fecha_salida,fecha_llegada,tipo_bus,comodidades,escalas,clase,paradas,nombre_hospedaje,ubicacion,precio_noche,estrellas,fecha_checkin,fecha_checkout,politicas,nombre_anfitrion,contacto_anfitrion,descripcion_airbnb,piezas,camas,banos,nombre_panorama,duracion,precio_persona,restricciones,fecha_panorama
,Salida con Amigos,,2026-06-05,150000,3,No disponible,150,,,,4,,,CWT,,,,{},{},,{},,Elche,,,,,{},,,Conoce la historia de la ciudad,,,,Excursión,2,50000,{},2026-08-24
,Salida con Familia,78921,2025-09-06,4544000,8,No disponible,1136,,,,,,,,,,,"{Calefacción,""Asientos reclinables"",Wifi,Baño,Agua}",,,{},Best Western Hotels & Resorts,Sevilla,142000,5,2026-08-11,2026-08-15,"{""Silencio después de las 10 PM"",""No se permiten visitas"",""No se permite fumar""}",,,,,,,,,,{},
61911,,78922,2025-03-09,520000,8,,520,,,,21,,,,,,,{},{},,{},,Sevilla,,,,,{},,,Aventúrate en la montaña,,,,Tour,6,65000,{},2026-08-12
,Cena de Trabajo,78926,2025-09-28,462000,6,No disponible,462,claudio5915903@viajes.cl,Sagunto,Móstoles,32,2640,77000,Plusmar,2026-03-20,,,"{""Aire acondicionado"",Baño,""Asientos reclinables""}",{},,{},,,,,,,{},,,,,,,,,,{},
59818,,78928,2025-02-16,303000,6,No disponible,606,,,,,,,,,,,"{Gimnasio,Comida,""Asientos reclinables"",Agua,Wifi}",{},,{},Estudio en Parla,Parla,101000,1,2026-03-23,2026-03-26,{},Rosalia Gutiérrez Rosario,+56 2 6705 0294,Disfruta de una estadía en el corazón de la ciudad,5,5,3,,,,{},
,Cena de Trabajo,78930,2025-12-21,540000,6,No disponible,540,,,,28,,,EF Tours,,,,{},{},,{},,Parla,,,,,{},,,Relájate en la playa,,,,Tour,1,90000,{},2026-03-25
,Cena de Trabajo,78933,,420000,6,No disponible,420,,,,19,,,Kuoni,,,,{},{},,{},,El Ejido,,,,,{},,,Descubre la gastronomía local,,,,,2,70000,{},2026-03-27
,Cena de Trabajo,78934,,,6,,462,,,,48,,,Kuoni,,,,{},{},,{},,El Ejido,,,,,{},,,Disfruta de un día en la naturaleza,,,,Excursión,1,77000,{},2026-03-28
59818,,78938,2026-03-16,168000,6,No disponible,168,,,,30,,,Expedia Group,,,,{},{},,{},,,,,,,{},,,Conoce la historia de la ciudad,,,,Aventura,1,28000,{},
,Vacaciones,78939,2025-12-23,1227000,3,No disponible,1227,daparu776@viajes.cl,San Sebastían de los Reyes,Badajoz,18,4039,409000,United Airlines,2026-04-04,2026-04-06,,{},"{Burgos,Zamora,Orihuela}",Primera clase,{},,,,,,,{},,,,,,,,,,,
,Vacaciones,,2025-03-18,224000,8,No disponible,224,,,,48,,,Expedia Group,,,,{},{},,{},,Orihuela,,,,,{},,,Descubre la gastronomía local,,,,Excursión,1,28000,{},2025-04-24
,Vacaciones,78950,2025-01-27,896000,8,No disponible,-896,Joséloya848@viajes.cl,Orihuela,León,60,1807,112000,,2025-04-26,2025-04-27,,"{""Aire acondicionado"",Comida,TV,Baño}",{},,"{Tarrasa,Vigo}",,,,,,,{},,,,,,,,,,{},
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vacaciones,78954,2025-01-19,512000,8,No disponible,512,,,,13,,,Thomas Cook,,,,{},{},,{},,León,,,,,{},,,Aventúrate en la montaña,,,,Aventura,6,64000,{},2025-04-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56112,,78998,2025-10-16,-696000,8,No disponible,696,Sr.batista377@viajes.cl,Zamora,Valdemoro,43,4223,87000,Buses Bio Bio,2026-10-06,2026-10-08,Cama,,{},,{},,,,,,,{},,,,,,,,,,{},
,Aniversario,79005,2025-01-01,426000,7,No disponible,497,,,,,,,,,,,"{TV,Balcón,Comida,""Aire acondicionado"",Chimenea}",{},,{},Habitación en Huelva,Huelva,71000,4,2025-01-02,2025-01-08,{},Estela Flórez Estrada,,Aventúrate en la naturaleza y descansa en un lugar cómodo,3,2,3,,,,{},
,Aniversario,79009,2025-01-02,,,No disponible,224,,,,12,,,,,,,{},{},,{},,Huelva,,,,,{},,,Descubre la gastronomía local,,,,Aventura,,32000,{},2025-01-06
60046,,79010,2025-01-02,700000,7,No disponible,700,,,,40,,,Globus,,,,{},{},,{},,Huelva,,,,,,,,Descubre la gastronomía local,,,,Tour,4,100000,{},2025-01-07
,Aniversario,79016,2025-01-05,672000,7,No disponible,672,,,,15,,,Booking Holdings,,,,{},{},,{},,Motril,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,3,96000,{},2025-01-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vacaciones,79026,2025-03-23,368000,8,No disponible,368,,,,46,,,Thomas Cook,,,,{},{},,{},,Paterna,,,,,{},,,Descubre la gastronomía local,,,,Paseo,1,,{},2025-04-16
,Cena de Trabajo,79039,2025-01-30,2100000,3,No disponible,,,,,,,,,,,,"{""Asientos reclinables"",Agua,TV,Wifi,Gimnasio}",{},,{},Marriott International,Valladolid,140000,1,2025-04-19,2025-04-24,"{""Check-in después de las 3 PM"",""No se permiten mascotas"",""Check-out antes de las 11 AM""}",,,,,,,,,,{},
,Cena de Trabajo,79043,2025-03-11,189000,3,No disponible,189,,,,33,,,Tripadvisor,,,,{},{},,{},,Valladolid,,,,,{},,,Disfruta de un día en la naturaleza,,,,Excursión,5,63000,{},2025-04-23
58144,,79054,2025-08-02,1176000,6,No disponible,1176,eloisa2231587@viajes.cl,Alcoy,Cerdañola del Vallés,100,4209,-196000,Air France,2026-02-11,2026-02-13,,{},"{Calahorra,Cáceres,Rivas-Vaciamadrid}",Primera clase,{},,,,,,,{},,,,,,,,,,{},
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63474,,79059,2025-06-30,78000,6,No disponible,78,,,,21,,,Trafalgar,,,,{},{},,{},,Zaragoza,,,,,{},,,Disfruta de un día en la naturaleza,,,,Excursión,3,13000,,2026-09-06
,Salida con Amigos,79060,2025-06-30,396000,6,No disponible,396,,,,44,,,,,,,{},{},,{},,Zaragoza,,,,,{},,,Descubre la gastronomía local,,,,Paseo,1,66000,{},2026-09-07
56732,,79081,2025-08-05,254000,,No disponible,254,Gilbertosoria980@viajes.cl,Gecho,Santa Lucía de Tirajana,24,3949,254000,CD (República Checa),2026-10-08,2026-10-10,,"{Calefacción,Comida,Wifi,Agua,TV,Baño,""Aire acondicionado""}",{},,"{Sabadell,Murcia,Vitoria,""El Prat de LLobregat""}",,,,,,,{},,,,,,,,,,{},
,Salida con Amigos,79088,2025-10-17,48000,1,No disponible,8,,,,,,,,,,,"{""Aire acondicionado"",""Asientos reclinables"",""Servicio a la habitación"",Comida,Agua}",{},,{},Wyndham Hotels & Resorts,Torremolinos,8000,4,2026-10-16,2026-10-22,"{""No se permite fumar"",""Check-in después de las 3 PM"",""Silencio después de las 10 PM""}",,,,,,,,,,{},
59943,,79123,2025-02-12,891000,9,No disponible,891,,,,,,,Kuoni,,,,{},{},,{},,Puertollano,,,,,{},,,Aventúrate en la montaña,,,,Excursión,2,99000,{},2025-10-20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64987,,79137,2025-03-04,656000,8,No disponible,656,leonor9451196@viajes.cl,Estepona,Cáceres,65,449,82000,Southwest Airlines,2025-08-17,2025-08-17,,{},{},Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63024,,79179,2025-12-07,296000,4,No disponible,296,,Leganés,Zaragoza,20,1233,74000,Singapore Airlines,2026-05-29,2026-05-29,,,{},Clase económica,{},,,,,,,{},,,,,,,,,,{},
63024,,79180,2025-04-13,75000,4,No disponible,,,,,,,,,,,,"{""Servicio a la habitación"",Wifi,Balcón,""Vista al mar"",Baño}",{},,{},Departamento en Zaragoza,Zaragoza,,1,2026-05-29,,{},Sta. Sara Benavídez Arteaga,+56 2 5074 3282,Descubre la historia de la ciudad desde tu ventana,2,2,2,,,,{},
,Cena de Trabajo,79185,2025-01-20,264000,4,No disponible,264,,,,3,,,National Geographic Expeditions,,,,{},{},,{},,San Sebastián,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,3,66000,{},2025-02-10
64209,,79188,2025-10-16,1800000,10,No disponible,1800,maría6558223@viajes.cl,Puertollano,Benidorm,53,2184,180000,Avianca,,2026-06-08,,{},{Alicante},Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},
,Salida con Amigos,79202,2025-12-02,679000,7,No disponible,679,namaol607@viajes.cl,Murcia,Cáceres,,2950,97000,Turbus,2026-04-09,2026-04-11,Cama,"{Comida,Agua,Wifi}",{},,{},,,,,,,{},,,,,,,,,,{},
,Salida con Familia,79218,2025-05-24,427000,7,No disponible,427,,,,,,,Contiki,,,,,{},,,,Palma de Mallorca,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,1,,{},
,Salida con Familia,79220,2025-02-10,-196000,7,No disponible,49,,,,,,,,,,,"{""Asientos reclinables"",""Aire acondicionado"",""Servicio a la habitación"",Baño,TV}",{},,{},Rosewood Hotels & Resorts,Ceuta,7000,2,2025-06-22,2025-06-26,"{""Check-in después de las 3 PM"",""Check-out antes de las 11 AM"",""No se permiten mascotas""}",,,,,,,,,,{},
64236,,79221,2025-04-16,644000,7,No disponible,644,,,,,,,Abercrombie & Kent,,,,{},{},,{},,Ceuta,,,,,{},,,Conoce la historia de la ciudad,,,,Tour,6,92000,{},2025-06-23
,Salida con Familia,79222,2025-02-21,,7,No disponible,518,,,,,,,Trafalgar,,,,{},{},,{},,Ceuta,,,,,{},,,Descubre la gastronomía local,,,,Paseo,5,74000,,2025-06-24
,Vacaciones,79245,2026-02-10,-370000,5,No disponible,370,sr.7819604@viajes.cl,,El Puerto de Santa María,26,716,74000,Ryanair,2026-04-18,2026-04-18,,{},{},Clase ejecutiva,{},,,,,,,{},,,,,,,,,,{},
60294,,79269,2025-09-21,186000,2,No disponible,186,Sta.abrego130@viajes.cl,Tarrasa,Dos Hermanas,40,2407,,,2026-09-23,2026-09-24,Cama,"{Baño,Agua,""Asientos reclinables""}",,,{},,,,,,,,,,,,,,,,,{},
61250,,79282,2026-01-23,213000,5,No disponible,355,,,,,,,,,,,"{Balcón,Gimnasio,Agua,Chimenea,""Aire acondicionado""}",{},,{},Cabaña en Almería,Almería,71000,95,2026-05-08,2026-05-11,{},Sta. Andrés Rincón Cantú,+56 2 0511 2526,Perfecto para familias y grupos grandes,2,3,3,,,,{},
